"","Gene_Symbol","Gene_Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000104478",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000104385","Gm7449","high mobility group box 1-like pseudogene",0.245538118811801,-1.44071820944091,3.52933010351511,-0.408212937635388,0.683117350627648,NA
"ENSMUSG00000101231",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102135",NA,NA,0.425978311138223,2.21701582614647,3.47404580219758,0.638165399185023,0.523366018191644,NA
"ENSMUSG00000103282",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101097","Gm6679","cylindromatosis (turban tumor syndrome) pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000100764",NA,NA,0.304365639304467,1.63124792983975,3.51537802044323,0.46403201031395,0.64262481184107,NA
"ENSMUSG00000102534",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100831","Gm17847","keratin 18 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000100884",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100635",NA,NA,0.243225343667512,1.49210798709516,3.52484227908569,0.423311986453532,0.672067650084632,NA
"ENSMUSG00000102213",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100480",NA,NA,0.608731278608935,2.73030537877922,3.44717791372051,0.792040749597523,0.428336916162301,NA
"ENSMUSG00000089037","Gm22159","predicted gene, 22159",0,NA,NA,NA,NA,NA
"ENSMUSG00000103629","Gm5694","acyl-Coenzyme A binding domain containing 5 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00002076531",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100025","Gm8141","heat shock protein 8 pseudogene",0.388469607670029,0.751495028046536,3.09961204738035,0.242448092393261,0.808432973347372,NA
"ENSMUSG00000051285","Pcmtd1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",910.777026350467,-0.98160553443597,0.172614716054596,-5.68668510351979,1.29528978096262e-08,3.05652683535268e-07
"ENSMUSG00000098201",NA,NA,0.225797059449642,-1.37405871176123,3.53195351540025,-0.389036465448929,0.697249171500138,NA
"ENSMUSG00000103509",NA,NA,1.14872635661037,-3.65340269531303,2.63718511151365,-1.38534177193808,0.165947986585344,NA
"ENSMUSG00000048538",NA,NA,9.86261656421491,-0.889337628664901,0.703232773648448,-1.26464189666662,0.205999727076864,0.397725823145897
"ENSMUSG00000103709",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000077244","Gm23274","predicted gene, 23274",0,NA,NA,NA,NA,NA
"ENSMUSG00000102768","Gm19002","predicted gene, 19002",0,NA,NA,NA,NA,NA
"ENSMUSG00000097797",NA,NA,0.716814121509673,-2.97134797280577,2.45851540436595,-1.20859440926386,0.226818705339362,NA
"ENSMUSG00000103498",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103067",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102320",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000104226","Gm7470","dipeptidylpeptidase 8 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000103903","Rps2-ps2","ribosomal protein S2, pseudogene 2",0,NA,NA,NA,NA,NA
"ENSMUSG00000103557",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000026312","Cdh7","cadherin 7, type 2",0,NA,NA,NA,NA,NA
"ENSMUSG00000100290","Gm18552","polo-like kinase 1 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000100758","Gm3332","transmembrane protein 64 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000099926","Gm6693","AMME chromosomal region gene 1-like pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000039748","Exo1","exonuclease 1",114.514658663655,-0.153876669582965,0.431300168497883,-0.356773961204052,0.721261031064034,0.846578386307984
"ENSMUSG00000118715","Gm23805","predicted gene, 23805",0,NA,NA,NA,NA,NA
"ENSMUSG00000104158","Becn2","beclin 2",0,NA,NA,NA,NA,NA
"ENSMUSG00000103540",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000057363","Uxs1","UDP-glucuronate decarboxylase 1",364.592099708382,0.192841371796764,0.259433611154178,0.743316839089756,0.45728987902985,0.653471181115734
"ENSMUSG00000047216","Cdh19","cadherin 19, type 2",0,NA,NA,NA,NA,NA
"ENSMUSG00000102788",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102160",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101253",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101846",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000090243",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100701",NA,NA,1.40581724072727,0.742112643673573,2.02506885131923,0.366462919613881,0.71401967690087,NA
"ENSMUSG00000100555","Gm8173","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 pseudogene",0.456855136457842,2.35288965389967,3.41461279332622,0.689064850485635,0.490782458257055,NA
"ENSMUSG00000101395",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102728",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000088848","Gm26352","predicted gene, 26352",0,NA,NA,NA,NA,NA
"ENSMUSG00002075225",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000038702","Dsel","dermatan sulfate epimerase-like",166.30818411095,-1.16908480130385,0.264733874650026,-4.41607558854854,1.00508950169774e-05,0.000126531242905723
"ENSMUSG00000101875","Gm6028","ribosomal protein L9 pseudogene",0.122739471624115,-0.698005930714589,3.5338115409304,-0.197522115322204,0.8434189768104,NA
"ENSMUSG00000099732","Gm17752","CCR4-NOT transcription complex, subunit 1 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000101220",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100020",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101054",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000088691","Gm22331","predicted gene, 22331",0,NA,NA,NA,NA,NA
"ENSMUSG00000099884","Gm8204","BEN domain containing 3 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000100304",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101453",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102105","Gm17946","exosome component 1 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000099943","Gm18181","survival motor neuron 1 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00002075119",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000097648",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101687","Gm4854","leukotriene A4 hydrolase pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000055214","Pld5","phospholipase D family member 5",0,NA,NA,NA,NA,NA
"ENSMUSG00000078184",NA,NA,1.08853994089551,0.837146050999437,2.08642095542912,0.401235450027993,0.688246783105126,NA
"ENSMUSG00000104363",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103277",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000104157",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102446","Gm17965","predicted gene, 17965",0,NA,NA,NA,NA,NA
"ENSMUSG00000104248",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000104021","Gm36536","predicted gene, 36536",0,NA,NA,NA,NA,NA
"ENSMUSG00000103471","Gm17966","ribosomal protein S2 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000087875","Gm26104","predicted gene, 26104",0,NA,NA,NA,NA,NA
"ENSMUSG00000033007","Asic4","acid-sensing ion channel family member 4",0.245538118811801,-1.44071820944091,3.52933010351511,-0.408212937635388,0.683117350627648,NA
"ENSMUSG00000070695","Cntnap5a","contactin associated protein-like 5A",0,NA,NA,NA,NA,NA
"ENSMUSG00000025909","Sntg1","syntrophin, gamma 1",0,NA,NA,NA,NA,NA
"ENSMUSG00002076179",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102033",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102647",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000086235",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102253",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00002074990",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000094429","LOC139355246","uncharacterized LOC139355246",0,NA,NA,NA,NA,NA
"ENSMUSG00000103884",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000084353",NA,NA,2.23052412514985,-0.838394551337874,1.47315467527914,-0.569115087103133,0.569278040364796,0.742212900435981
"ENSMUSG00000103933",NA,NA,0.945461720744221,-0.0807493275439323,2.16207423074736,-0.037348082871336,0.970207467626757,NA
"ENSMUSG00002075967",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000086195",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000104504",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000066693",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102316",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103819",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102871",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101571",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000104428","Gm18299","phosphoglycerate mutase 1 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000102272",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000065625","Gm24765","predicted gene, 24765",0,NA,NA,NA,NA,NA
"ENSMUSG00000103411","Gm18300","cytochrome b5 reductase 4 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000061024","Rrs1","ribosome biogenesis regulator 1",1765.33544838543,-0.715995392035278,0.152562551515701,-4.69312675307211,2.69060664268931e-06,3.87472502403734e-05
"ENSMUSG00000102030","LOC139424762","uncharacterized LOC139424762",0.491076237623603,-2.42078538272908,3.45943807842074,-0.699762599547436,0.484075575214446,NA
"ENSMUSG00000025911","Adhfe1","alcohol dehydrogenase, iron containing, 1",863.372910899946,-0.925591901434385,0.110380877370623,-8.38543707463524,5.05376240773769e-17,3.60525115466805e-15
"ENSMUSG00000081441","Gm6161","heterogeneous nuclear ribonucleoprotein A3 pseudogene",0.133013333323591,-0.698005930714589,3.5338115409304,-0.197522115322204,0.8434189768104,NA
"ENSMUSG00000067879","Vxn","vexin",0,NA,NA,NA,NA,NA
"ENSMUSG00000099827",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000057335","Cep170","centrosomal protein 170",718.655183453534,-0.019558589231575,0.235742219431943,-0.0829660010782302,0.933878573589113,0.970339510481095
"ENSMUSG00000103634",NA,NA,0.229819679234052,1.4360588806101,3.5288918158487,0.406943299922254,0.684049632776231,NA
"ENSMUSG00000104154",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103435",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000065573","Mir350","microRNA 350",0.304365639304467,1.63124792983975,3.51537802044323,0.46403201031395,0.64262481184107,NA
"ENSMUSG00002076271",NA,NA,0.697073062147513,-2.93278503858025,2.99846382923662,-0.978095853611451,0.328026918410394,NA
"ENSMUSG00000100551",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100357",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000025912","Mybl1","myeloblastosis oncogene-like 1",12.9951368186752,-0.919266508536809,0.636285795613899,-1.4447383783727,0.148531385567315,0.320466394886917
"ENSMUSG00000045210","Vcpip1","valosin containing protein (p97)/p47 complex interacting protein 1",1186.2510033837,-0.318671846695649,0.214693053751163,-1.48431372663319,0.13772571039685,0.304216667360244
"ENSMUSG00000041763","Tpp2","tripeptidyl peptidase II",2274.77598941393,-0.470845146984394,0.146313467283519,-3.21805747431311,0.00129061953591881,0.00863430816037533
"ENSMUSG00000026504","Sdccag8","serologically defined colon cancer antigen 8",299.823154770619,-0.33798442314165,0.186112936530447,-1.81601789452373,0.0693676271908778,0.190770260107841
"ENSMUSG00000103367",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103584",NA,NA,0.22703545722379,1.42501987391984,3.52956901145443,0.403737643121655,0.686405655333092,NA
"ENSMUSG00002076339",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102475",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000047343","Mettl21c","methyltransferase 21C, AARS1 lysine",0.22703545722379,1.42501987391984,3.52956901145443,0.403737643121655,0.686405655333092,NA
"ENSMUSG00000102211",NA,NA,0.245538118811801,-1.44071820944091,3.52933010351511,-0.408212937635388,0.683117350627648,NA
"ENSMUSG00000087082","Gm15423","predicted gene 15423",0,NA,NA,NA,NA,NA
"ENSMUSG00000090106",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103251",NA,NA,1.51996475597632,1.20431050335613,2.21067372299735,0.544770804858196,0.585911160517084,0.75474879388127
"ENSMUSG00000091844","Ccdc168","coiled-coil domain containing 168",0,NA,NA,NA,NA,NA
"ENSMUSG00000026483","Niban1","niban apoptosis regulator 1",1608.38769207681,0.240892889015828,0.185245706514619,1.30039661133424,0.193465070760169,0.381947889217611
"ENSMUSG00000082528",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000082012","Gm5257","ribosomal protein L7A pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000099996",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101763",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100827",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100553","Gm17751","predicted gene, 17751",0,NA,NA,NA,NA,NA
"ENSMUSG00000098611","Mir6343","microRNA 6343",0,NA,NA,NA,NA,NA
"ENSMUSG00000100534","Gm816","predicted gene 816",0,NA,NA,NA,NA,NA
"ENSMUSG00000102904",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00002076350",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000019699","Akt3","thymoma viral proto-oncogene 3",11.3264153748362,0.68310265898795,0.877689901593728,0.778296135967336,0.436394452932518,0.636599652109928
"ENSMUSG00000104391",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102133",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102749",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103163",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103646",NA,NA,0.22703545722379,1.42501987391984,3.52956901145443,0.403737643121655,0.686405655333092,NA
"ENSMUSG00000102427",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103633",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000097892",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000063659","Zbtb18","zinc finger and BTB domain containing 18",196.77732959545,0.433777219863574,0.173511434541684,2.49999212449232,0.0124196067428005,0.0526475159009113
"ENSMUSG00000102432",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000103043",NA,NA,0.243225343667512,1.49210798709516,3.52484227908569,0.423311986453532,0.672067650084632,NA
"ENSMUSG00000102885",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000026049","Tex30","testis expressed 30",132.955966735491,0.409635925897759,0.281315327989932,1.45614506264095,0.145352522643009,0.315589266085124
"ENSMUSG00000103767",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000043019","Edem3","ER degradation enhancer, mannosidase alpha-like 3",1135.76541915965,-0.553343983979732,0.296225500779706,-1.86798227203011,0.0617645420124226,0.175905139249877
"ENSMUSG00000101104",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000015962","Spmip3","sperm microtubule inner protein 3",0,NA,NA,NA,NA,NA
"ENSMUSG00000032666","1700025G04Rik","RIKEN cDNA 1700025G04 gene",51.8396173166739,3.2344888444725,0.440576061172729,7.34149929949191,2.11214260243892e-13,9.89240284528305e-12
"ENSMUSG00000084557",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100685",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000102090","Gm8964","ribosomal protein L7A pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000103744",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000015961","Adss2","adenylosuccinate synthase 2",779.296056926669,0.049532875108255,0.162647688835112,0.304540909637333,0.760715830477913,0.871579316814199
"ENSMUSG00000089657","Gm16585","ribosomal protein S8 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000102483","Catspere1","cation channel sperm associated auxiliary subunit epsilon 1",0,NA,NA,NA,NA,NA
"ENSMUSG00000014980","Tsen15","tRNA splicing endonuclease subunit 15",183.376160712936,-0.0162420834735351,0.216105661961148,-0.0751580653932848,0.940088948911649,0.973248495954018
"ENSMUSG00000026235","Epha4","Eph receptor A4",1.514146632978,-4.04091906968363,2.0312900523834,-1.98933631607276,0.0466640937600807,0.143150909963982
"ENSMUSG00000099141","Mir6352","microRNA 6352",0,NA,NA,NA,NA,NA
"ENSMUSG00000032649","Colgalt2","collagen beta(1-O)galactosyltransferase 2",0,NA,NA,NA,NA,NA
"ENSMUSG00000101849",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101506",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000065215","Gm26263","predicted gene, 26263",0,NA,NA,NA,NA,NA
"ENSMUSG00000102052",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000026047","Poglut2","protein O-glucosyltransferase 2",277.59906924004,0.351821664533583,0.139949211532324,2.51392387767989,0.0119396201880812,0.050963326171231
"ENSMUSG00000080878",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000091476","Catspere2","cation channel sperm associated auxiliary subunit epsilon 2",0.133013333323591,-0.698005930714589,3.5338115409304,-0.197522115322204,0.8434189768104,NA
"ENSMUSG00000104097",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000119789","Gm25312","predicted gene, 25312",0,NA,NA,NA,NA,NA
"ENSMUSG00000102493",NA,NA,0.339933986948611,0.703684815342485,3.52956884351909,0.199368491320002,0.841974505991083,NA
"ENSMUSG00000004872","Pax3","paired box 3",0.22703545722379,1.42501987391984,3.52956901145443,0.403737643121655,0.686405655333092,NA
"ENSMUSG00000118426","Gm2102","predicted gene 2102",0.531401096528257,2.54674217412415,3.27179525814911,0.77839289233669,0.436337427650213,NA
"ENSMUSG00000041684","Bivm","basic, immunoglobulin-like variable motif containing",245.76079707333,0.193123078476012,0.179772254020138,1.07426521144013,0.282703832332281,0.487252538071127
"ENSMUSG00000032908","Sgpp2","sphingosine-1-phosphate phosphatase 2",526.851063593895,3.46493535767978,0.283765672481106,12.2105514997079,2.73032126171055e-34,7.6493673312178e-32
"ENSMUSG00000099561",NA,NA,0.22703545722379,1.42501987391984,3.52956901145443,0.403737643121655,0.686405655333092,NA
"ENSMUSG00000102945",NA,NA,0.486450687335024,2.43444989126219,3.46151843015958,0.703289593968725,0.481875294342149,NA
"ENSMUSG00000026502","Desi2","desumoylating isopeptidase 2",787.89619410224,-0.152993767265524,0.124558709244968,-1.22828638955012,0.219339478416184,0.414547040710779
"ENSMUSG00000103958",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000104126",NA,NA,7.07890916563249,0.711532485190588,0.752846659323653,0.945122723702884,0.34459622540001,0.552364843148732
"ENSMUSG00000026500","Cox20","cytochrome c oxidase assembly protein 20",1.92020309485393,0.705315493191107,1.37348081757012,0.513524094525695,0.607584760869872,0.770316557379843
"ENSMUSG00000026048","Ercc5","excision repair cross-complementing rodent repair deficiency, complementation group 5",127.721004112978,-0.558981590217634,0.278722670268773,-2.00551175000802,0.0449083658690774,0.139122036525254
"ENSMUSG00000046828","Mettl21e","methyltransferase like 21E",0,NA,NA,NA,NA,NA
"ENSMUSG00000089703",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100966","Gm5700","FK506 binding protein 9 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000100769","Gm28893","predicted gene 28893",0,NA,NA,NA,NA,NA
"ENSMUSG00000101567",NA,NA,107.472487824498,0.731111160899041,0.284024604152695,2.57411206708693,0.0100497715678142,0.0446788603832803
"ENSMUSG00000026245","Farsb","phenylalanyl-tRNA synthetase, beta subunit",2766.97554633753,0.0941768292903558,0.139361992428055,0.675771260510461,0.499185884209273,0.686720407979706
"ENSMUSG00000101798",NA,NA,0.534185318538519,2.55374102018564,3.26714650007933,0.781642641406999,0.434424619494409,NA
"ENSMUSG00000104018",NA,NA,4.50387150569189,0.798659845334645,1.11508275237696,0.716233699814821,0.473847057577905,0.666561010609634
"ENSMUSG00000090486",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000026482","Rgl1","ral guanine nucleotide dissociation stimulator,-like 1",3920.63574084544,-0.00510408802935967,0.1115542203951,-0.045754324769445,0.963506064208928,0.984984073734185
"ENSMUSG00000086145",NA,NA,0.229819679234052,1.4360588806101,3.5288918158487,0.406943299922254,0.684049632776231,NA
"ENSMUSG00000080950",NA,NA,0.22703545722379,1.42501987391984,3.52956901145443,0.403737643121655,0.686405655333092,NA
"ENSMUSG00000099868",NA,NA,0.266026666647181,-1.48544152675607,3.52607597682732,-0.421273261415269,0.673555552876412,NA
"ENSMUSG00000055547","Apobec4","apolipoprotein B mRNA editing enzyme catalytic polypeptide-like 4",0,NA,NA,NA,NA,NA
"ENSMUSG00000012187","Mogat1","monoacylglycerol O-acyltransferase 1",0,NA,NA,NA,NA,NA
"ENSMUSG00000008475","Arpc5","actin related protein 2/3 complex, subunit 5",13662.3295942385,-0.137113219488978,0.117859657809454,-1.16336006770572,0.244683443979011,0.445770535383374
"ENSMUSG00000099364",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100562",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000056870","Gulp1","GULP, engulfment adaptor PTB domain containing 1",0,NA,NA,NA,NA,NA
"ENSMUSG00000102319",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000089877",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000101701","4930521E06Rik","RIKEN cDNA 4930521E06 gene",0,NA,NA,NA,NA,NA
"ENSMUSG00000103071",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000100434","Gm3489","predicted gene 3489",0,NA,NA,NA,NA,NA
"ENSMUSG00000100013","Gm19480","predicted gene, 19480",0,NA,NA,NA,NA,NA
"ENSMUSG00000101251","Gm3496","predicted gene 3496",0,NA,NA,NA,NA,NA
"ENSMUSG00000101937","Gm5268","heat shock protein 1 (chaperonin) pseudogene 12",0,NA,NA,NA,NA,NA
"ENSMUSG00000039630","Hnrnpu","heterogeneous nuclear ribonucleoprotein U",7740.60532897549,-0.0754383568582314,0.185496749531901,-0.406682904409911,0.684240898153105,0.821974584832088
"ENSMUSG00000104279",NA,NA,0.245538118811801,-1.44071820944091,3.52933010351511,-0.408212937635388,0.683117350627648,NA
"ENSMUSG00002075531",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000064954","Gm24919","predicted gene, 24919",0,NA,NA,NA,NA,NA
"ENSMUSG00000026495","Efcab2","EF-hand calcium binding domain 2",50.2943787276453,0.143155036463127,0.255303989499795,0.560723852156029,0.574985804338036,0.746345565281956
"ENSMUSG00000032883","Acsl3","acyl-CoA synthetase long-chain family member 3",2564.00769280187,0.193076547838659,0.240053146135898,0.804307508343819,0.421219402463429,0.623224546944668
"ENSMUSG00000026480","Ncf2","neutrophil cytosolic factor 2",3956.28990500613,-0.0589329310280814,0.0927361273988161,-0.635490532989776,0.525108539164357,0.707723036821794
"ENSMUSG00000026494","Kif26b","kinesin family member 26B",0,NA,NA,NA,NA,NA
"ENSMUSG00000064967","Gm24405","predicted gene, 24405",0,NA,NA,NA,NA,NA
"ENSMUSG00000102922",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000025915","Sgk3","serum/glucocorticoid regulated kinase 3",967.58600695834,-0.338538544764266,0.159230227719245,-2.12609470961241,0.0334953743512726,0.111813306624514
"ENSMUSG00000089713",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000079470","Utp14b","UTP14B small subunit processome component",346.633105694782,0.71114561598074,0.250270355116494,2.84150959729018,0.00449005004869346,0.0236618266758952
"ENSMUSG00000099377","Gm6159","heterogeneous nuclear ribonucleoprotein R pseudogene",0.828697449427924,0.4016285015286,2.18134280816278,0.184119845824173,0.853919437910787,NA
"ENSMUSG00000099706","Gm29536","predicted gene 29536",0,NA,NA,NA,NA,NA
"ENSMUSG00000047330","Kcne4","potassium voltage-gated channel, Isk-related subfamily, gene 4",0.245478943248229,-1.440478396693,3.52934779585504,-0.408142943119615,0.683168734323693,NA
"ENSMUSG00000101324",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000072978",NA,NA,6.18671145667177,0.973667544383306,0.708003791298481,1.37522928033704,0.169060373377933,0.349155782519846
"ENSMUSG00000046334","Gm6195","predicted pseudogene 6195",2.90841947193558,1.63368661614605,1.73491049552917,0.941654696513757,0.34636945649874,0.554227098150476
"ENSMUSG00002075801",NA,NA,0.490957886496458,-2.42046926833602,3.45945455935207,-0.699667888914071,0.484134734538633,NA
"ENSMUSG00000050711","Scg2","secretogranin II",0,NA,NA,NA,NA,NA
"ENSMUSG00000099562","Gm19027","eukaryotic translation elongation factor 1 alpha 2 pseudogene",0,NA,NA,NA,NA,NA
"ENSMUSG00000077782","Gm24160","predicted gene, 24160",0,NA,NA,NA,NA,NA
"ENSMUSG00000055067","Smyd3","SET and MYND domain containing 3",456.043511058657,-0.330919600239545,0.154917144880017,-2.13610701704993,0.0326706919415232,0.109964595332062
"ENSMUSG00000054702","Ap1s3","adaptor-related protein complex AP-1, sigma 3",6.26918712361314,1.68537889141488,0.895815037643071,1.88139160495584,0.0599186680117637,0.172222860547149
"ENSMUSG00000096474",NA,NA,10.3873739921196,0.906750928044514,0.632044341721834,1.43463182594803,0.15139204046651,0.324450619130523
"ENSMUSG00000102235",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000026492","Tfb2m","transcription factor B2, mitochondrial",175.542952491816,-0.556951880105584,0.21819374298068,-2.55255660633174,0.0106935531381658,0.0468824902227102
"ENSMUSG00000082395",NA,NA,0.245538118811801,-1.44071820944091,3.52933010351511,-0.408212937635388,0.683117350627648,NA
"ENSMUSG00000038949","Cnst","consortin, connexin sorting protein",363.018654649895,-0.0872086392375817,0.277535704110143,-0.314224937354266,0.7533502039219,0.867569661805764
"ENSMUSG00000026043","Col3a1","collagen, type III, alpha 1",0,NA,NA,NA,NA,NA
"ENSMUSG00000046101","Mcmdc2","minichromosome maintenance domain containing 2",1.24364884331292,2.08171955365893,1.98137520688765,1.05064378842658,0.293422221868045,NA
"ENSMUSG00002074901",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000093178","Snord87","small nucleolar RNA, C/D box 87",0,NA,NA,NA,NA,NA
"ENSMUSG00000099032","Tcf24","transcription factor 24",82.4608461196841,-0.239707304005402,0.294430172793121,-0.814139738911306,0.415564902718391,0.617851667829253
"ENSMUSG00000104025",NA,NA,0,NA,NA,NA,NA,NA
"ENSMUSG00000038936","Sccpdh","saccharopine dehydrogenase (putative)",1374.35556054965,0.044112670573977,0.126391222939828,0.349016882248051,0.727076635374166,0.849846307705418
